ComLocID	TurkanaTimeUnit	TurkanaTimeBin	Order	Family	Subfamily	Tribe	Genus	Species	HYP	LOP	GENUSSPECIES	TIME_UNIT	MEAN_AGE	LOCALITY	GENUS	ORDER	DIET_1	LAT	LONG
17	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	pygmaea	1	2	NA	TU3	1.6	17	Giraffa	Artiodactyla	NA	NA	NA
17	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	17	Theropithecus	Primates	NA	NA	NA
17	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	NA	1	2	NA	TU3	1.6	17	Giraffa	Artiodactyla	NA	NA	NA
17	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	pygmaea	1	2	NA	TU3	1.6	17	Giraffa	Artiodactyla	NA	NA	NA
17	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	1	0	NA	TU3	1.6	17	Australopithecus	Primates	NA	NA	NA
17	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	1	0	NA	TU3	1.6	17	Australopithecus	Primates	NA	NA	NA
17	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	17	Kobus	Artiodactyla	NA	NA	NA
17	TU3	1.6	Artiodactyla	Bovidae	NA	Aepycerotini	Aepyceros	melampus	3	2	NA	TU3	1.6	17	Aepyceros	Artiodactyla	NA	NA	NA
17	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	1	0	NA	TU3	1.6	17	Australopithecus	Primates	NA	NA	NA
17	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Homo	sp nov	1	0	NA	TU3	1.6	17	Homo	Primates	NA	NA	NA
17	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Homo	erectus	1	0	NA	TU3	1.6	17	Homo	Primates	NA	NA	NA
17	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	17	Theropithecus	Primates	NA	NA	NA
17	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	17	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Antilopini	Gazella	praethomsoni	3	2	NA	TU3	1.6	20	Gazella	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Perissodactyla	Equidae	NA	Equini	Equus	NA	3	2	NA	TU3	1.6	20	Equus	Perissodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	aethiopicus	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	aethiopicus	1	0	Hexaprotodonaethiopicus	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hippopotamus	gorgops	1	0	NA	TU3	1.6	20	Hippopotamus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	1	0	Australopithecusboisei	TU3	1.6	20	Australopithecus	Primates	NA	NA	NA
20	TU3	1.6	Proboscidea	Elephantidae	NA	NA	Elephas	recki recki	3	0	NA	TU3	1.6	20	Elephas	Proboscidea	NA	NA	NA
21	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	1	0	NA	TU3	1.6	21	Australopithecus	Primates	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	oldowayensis	3	2	NA	TU3	1.6	20	Pelorovis	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	NA	1	2	NA	TU3	1.6	20	Giraffa	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	stillei	1	2	NA	TU3	1.6	20	Giraffa	Artiodactyla	NA	NA	NA
21	TU3	1.6	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	turkanensis	3	2	NA	TU3	1.6	21	Pelorovis	Artiodactyla	NA	NA	NA
21	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	NA	1	2	NA	TU3	1.6	21	Giraffa	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	sigmoidalis	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	20	Kobus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	turkanensis	3	2	NA	TU3	1.6	20	Pelorovis	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Perissodactyla	Equidae	NA	Equini	Equus	grevyi	3	2	NA	TU3	1.6	20	Equus	Perissodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Tragelaphini	Tragelaphus	NA	2	2	NA	TU3	1.6	20	Tragelaphus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Proboscidea	Elephantidae	NA	NA	Elephas	recki recki	3	0	NA	TU3	1.6	20	Elephas	Proboscidea	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	20	Theropithecus	Primates	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	aethiopicus	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	20	Theropithecus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	20	Theropithecus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	NA	1	0	NA	TU3	1.6	20	Theropithecus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Colobinae	Colobini	Colobus	NA	1	0	NA	TU3	1.6	20	Colobus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	sp	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	2	0	NA	TU3	1.6	20	Kolpochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	hopwoodi	3	0	NA	TU3	1.6	20	Metridiochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	oldowayensis	3	2	NA	TU3	1.6	20	Pelorovis	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	3	2	NA	TU3	1.6	20	Megalotragus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	aethiopicus	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	aethiopicus	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	1	0	NA	TU3	1.6	20	Hexaprotodon	Artiodactyla	NA	NA	NA
20	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Australopithecus	boisei	1	0	NA	TU3	1.6	20	Australopithecus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Colobinae	Colobini	Colobus	NA	1	0	NA	TU3	1.6	20	Colobus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	20	Theropithecus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	20	Theropithecus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	2	0	NA	TU3	1.6	20	Kolpochoerus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	turkanensis	3	2	NA	TU3	1.6	20	Pelorovis	Artiodactyla	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Papionini	Cercocebus	NA	1	0	NA	TU3	1.6	20	Cercocebus	Primates	NA	NA	NA
20	TU3	1.6	Artiodactyla	Bovidae	NA	Alcelaphini	Megalotragus	isaaci	3	2	NA	TU3	1.6	20	Megalotragus	Artiodactyla	NA	NA	NA
20	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Homo	erectus	1	0	NA	TU3	1.6	20	Homo	Primates	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	hopwoodi	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	modestus	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
23	TU3	1.6	Perissodactyla	Equidae	NA	Equini	Equus	NA	3	2	NA	TU3	1.6	23	Equus	Perissodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	1	0	NA	TU3	1.6	23	Hexaprotodon	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	1	0	NA	TU3	1.6	23	Hexaprotodon	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Hippopotamidae	NA	NA	Hexaprotodon	karumensis	1	0	NA	TU3	1.6	24	Hexaprotodon	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	sigmoidalis	3	2	NA	TU3	1.6	24	Kobus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Homo	erectus	1	0	NA	TU3	1.6	24	Homo	Primates	NA	NA	NA
23	TU3	1.6	Proboscidea	Elephantidae	NA	NA	Elephas	recki ileretensis	3	0	NA	TU3	1.6	23	Elephas	Proboscidea	NA	NA	NA
23	TU3	1.6	Artiodactyla	Giraffidae	NA	Giraffini	Giraffa	stillei	1	2	NA	TU3	1.6	23	Giraffa	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	kob	3	2	NA	TU3	1.6	23	Kobus	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Aepycerotini	Aepyceros	melampus	3	2	Aepycerosmelampus	TU3	1.6	23	Aepyceros	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	eppsi	3	2	NA	TU3	1.6	23	Damaliscus	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Tragelaphini	Tragelaphus	strepsiceros	2	2	NA	TU3	1.6	23	Tragelaphus	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Bovini	Pelorovis	oldowayensis	3	2	NA	TU3	1.6	23	Pelorovis	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	eppsi	3	2	NA	TU3	1.6	23	Damaliscus	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Menelikia	lyrocera	3	2	NA	TU3	1.6	23	Menelikia	Artiodactyla	NA	NA	NA
23	TU3	1.6	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	eppsi	3	2	NA	TU3	1.6	23	Damaliscus	Artiodactyla	NA	NA	NA
23	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Paranthropus	boisei	1	0	NA	TU3	1.6	23	Paranthropus	Primates	NA	NA	NA
24	TU3	1.6	Primates	Hominidae	Homininae	Hominini	Homo	erectus	1	0	NA	TU3	1.6	24	Homo	Primates	NA	NA	NA
23	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	2	0	NA	TU3	1.6	23	Kolpochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Perissodactyla	Equidae	NA	Equini	Equus	NA	3	2	NA	TU3	1.6	24	Equus	Perissodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Kolpochoerus	heseloni	2	0	NA	TU3	1.6	24	Kolpochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	compactus	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	NA	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Bovidae	NA	Tragelaphini	Tragelaphus	NA	2	2	NA	TU3	1.6	24	Tragelaphus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	NA	3	2	NA	TU3	1.6	24	Kobus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Bovidae	NA	Reduncini	Kobus	NA	3	2	NA	TU3	1.6	24	Kobus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	24	Theropithecus	Primates	NA	NA	NA
24	TU3	1.6	Primates	Cercopithecidae	Cercopithecinae	Theropithecini	Theropithecus	oswaldi	2	0	NA	TU3	1.6	24	Theropithecus	Primates	NA	NA	NA
24	TU3	1.6	Artiodactyla	Bovidae	NA	Alcelaphini	Damaliscus	NA	3	2	NA	TU3	1.6	24	Damaliscus	Artiodactyla	NA	NA	NA
24	TU3	1.6	Artiodactyla	Suidae	Suinae	NA	Metridiochoerus	andrewsi	3	0	NA	TU3	1.6	24	Metridiochoerus	Artiodactyla	NA	NA	NA
